gene_name,Day5_EEC_1,Day5_SLEC_1,Day5_EEC_2,Day5_SLEC_2,Day8_EEC_1,Day8_SLEC_1,Day8_MPEC_1,Day8_EEC_2,Day8_SLEC_2,Day8_MPEC_2
1810037I17Rik,781.5312700000001,663.490449,705.439413,714.4741190000001,839.064433,631.377648,631.3391690000001,680.4608099999999,618.3872309999999,671.393843
2010111I01Rik,94.547708,89.385071,81.544101,38.063385,75.89488100000001,123.978136,112.498558,103.034216,124.12216200000002,102.163751
2210418O10Rik,23.974419,18.004004000000002,26.713265000000003,29.156892,5.9016150000000005,0.9710989999999999,7.691053,1.01511,5.460363,13.448433999999999
2300009A05Rik,58.754316,48.404153,54.885721,26.213276999999998,61.948898,55.293151,83.069141,69.125433,61.43730600000001,78.611903
2310009B15Rik,40.142371999999995,21.234866,28.450011,19.938354,18.564853,17.834247,17.355842000000003,19.95363,16.799523999999998,16.039899
2310022A10Rik,13.429522,8.683251,19.152739999999998,20.644545,7.230063,6.507146,4.242351,4.655954,4.186152,4.224536
2410004B18Rik,44.607734,48.556272,40.520956,61.062839000000004,43.858228999999994,64.940182,44.900469,52.142728999999996,69.161817,52.445749
2410015M20Rik,64.0985,73.013747,69.317094,45.860383,104.147932,107.045226,119.259459,108.064348,98.865505,113.840321
2510002D24Rik,16.1535,17.271489000000003,17.210046,12.517045,28.672774,42.441534000000004,37.621851,38.79444,36.828478999999994,39.545293
2610001J05Rik,155.15201100000002,101.576145,141.922617,60.418323,118.50596399999999,146.367275,154.107055,162.63657,166.222248,152.722939
2610044O15Rik8,40.494825,47.723368,37.796324,39.768415999999995,33.455006,36.471234,40.175284999999995,49.286034,32.357426000000004,42.656231
2700097O09Rik,80.190903,58.676116,77.75896,44.772855,20.173682,12.75042,16.871105,20.490865,16.84347,22.548875
2700099C18Rik,27.417903000000003,32.188587,25.521227,33.328787,8.118122,10.281947,4.027265,10.546223,11.207908,6.323935
3110009E18Rik,124.350103,113.40271100000001,115.024332,56.035492000000005,127.53089299999999,90.41027700000001,94.742756,75.658987,68.68214300000001,88.93141800000001
3110040N11Rik,81.774658,87.115185,82.426198,53.068459999999995,120.21646299999999,141.62123200000002,146.913056,135.0423,139.652447,126.605236
3830403N18Rik,14.807831,52.194022,20.522378,25.540747,25.158469,17.804325,13.416977,30.300473999999998,28.383947999999997,29.759253
4921524J17Rik,42.86327,36.367752,37.342543,38.842913,47.125479,55.374607999999995,54.319651,45.769069,56.338878,53.93831899999999
4930453N24Rik,49.83402,59.165461,50.65585,88.140142,55.183556,71.207094,70.652637,72.005927,77.07315,64.947487
4930503L19Rik,37.403166,47.435251,42.389958,76.36339100000001,15.217635999999999,16.380164999999998,13.935425,20.55128,17.432878,20.471504
4930522L14Rik,85.257857,111.12761100000002,95.28993100000001,119.35962099999999,54.373422999999995,45.158375,44.398678000000004,51.49203,48.379349,46.150456
4930523C07Rik,25.805405,34.632931,29.903737,29.825349,61.409225,92.46100200000001,71.300557,65.841776,74.05595600000001,72.472107
4930579G24Rik,31.174013000000002,30.132868,22.869903,33.424053,4.93415,13.312398000000002,5.738551999999999,9.440474,17.059622,4.718236
4933434E20Rik,90.167518,67.586312,71.653218999999993,64.321673,64.1896,104.827361,107.32261899999999,102.26507600000001,109.18006799999999,110.303141
5430427O19Rik,11.114818,10.035388000000001,10.991800999999999,9.509718,13.131604999999999,22.06534,26.594303000000004,20.876908,24.362712,26.878446999999998
5730455P16Rik,21.312401,19.900018,21.481863,57.646555000000006,23.829091000000002,15.603537,13.384925,12.609831,14.93265,14.115181
6820431F20Rik,21.977355,27.459178,30.647681,31.312140999999997,18.448133,15.643976,21.296234,19.507357,14.931660999999998,22.811777
9430038I01Rik,26.121602,26.925959999999996,28.066815000000002,20.942912,15.410167000000001,19.863743,21.554748,19.453216,19.442432999999998,21.804111
A430005L14Rik,98.120336,82.92712900000001,84.207541,35.959284000000004,56.883818999999995,111.499579,78.400432,80.260251,97.19430899999999,73.46518
A630001G21Rik,21.772169,26.742244,27.353673999999998,36.742215,28.783396000000003,44.038651,36.214698,43.015543,45.534209999999995,43.178733
AA467197,49.53148,84.413527,38.603254,48.914883,105.85276499999999,76.477745,114.838379,102.196,90.303653,131.820433
AB124611,3.07904,2.8577790000000003,3.00331,3.8341339999999997,14.851113,20.38393,16.740693,14.889819000000001,20.405044,16.384304
AC109138.1,0,6.9182559999999995,0,5.763516,21.747730999999998,1.8928630000000002,0,7.09923,1.535565,4.2549339999999995
AC109138.2,781.2370980000001,1288.653352,908.483048,1500.721788,1119.111398,764.702679,1272.298113,925.9922529999999,621.017192,1166.795136
AC110514.1,7.42103,3.682174,3.602325,3.0976310000000002,68.785403,7.816325999999999,6.589346000000001,10.708744,4.202623,11.139078999999999
AC149294.1,3.963422,5.0207440000000005,2.288979,13.954488000000001,68.02448199999999,13.040361,9.121732000000002,17.993589,13.257321,12.211002
AI467606,17.007442,21.779324,14.975626,26.983542,29.382415,36.528481,27.109886,32.807776000000004,36.869921000000005,29.034542
AL611930.1,2.980261,0.38947800000000005,1.155604,2.430175,28.841993,1.916467,3.548663,8.782973,3.5432879999999995,3.369474
AU022252,7.139808,3.998729,5.936429,2.245504,21.186943,26.521185,27.410639,24.334125,28.319833000000003,24.144885000000002
AW822252,15.613894,28.850789000000002,26.270831,61.439187,22.336152,13.103731,15.195173,13.780180999999999,11.026211,14.237789999999999
Aaed1,15.821204999999999,17.240389999999998,19.869613,32.593623,21.444496,15.851676000000001,18.415025,18.549467,18.229421,18.579252
Aamdc,27.043669,26.347761,26.293878999999997,22.5636,84.854915,106.986399,88.92456899999999,86.812527,113.66601299999999,100.589898
Aasdhppt,36.766032,26.202120999999998,37.68649,26.238896,20.473285,25.371767000000002,26.642682,25.000949,26.522433000000003,25.795996
Abcb1b,27.690194,28.966495000000002,28.199608,27.664163000000002,15.636809,13.580969,11.498956,11.1238,11.122983999999999,14.22047
Abce1,43.995921,43.594612,60.813770999999996,72.449252,7.791199000000001,8.102459,11.27444,10.529046000000001,6.9977339999999995,12.1162
Abcf1,8.912041,13.226278,12.823978,22.363799,11.746796,12.064383,8.146941,7.663699,8.217196000000001,9.205078
Abhd11,11.615649000000001,10.930794,9.462773,5.613532,9.71106,22.029439,18.349531,16.655681,18.059582000000002,15.383315
Abhd17a,13.397995000000002,16.763544,13.452075,22.692496,17.416995999999997,30.242309999999996,20.503936,23.570671,34.758451,19.271818
Abhd5,18.816876999999998,15.651929999999998,19.34979,14.643907,28.657002000000002,23.781408,24.949628,22.966357000000002,29.933643,18.180439
Abi1,33.857096000000006,55.261770999999996,40.913183000000004,82.641476,33.958094,43.282309000000005,40.051764,40.569590000000005,49.656202,38.879855
Ablim1,14.784117000000002,17.806692,17.493469,21.687164000000003,41.820332,41.580961,40.549984,36.077593,33.267610999999995,40.515696999999996
Abracl,1297.374881,1668.273208,1179.590228,2081.354329,2877.052965,2314.651136,2158.602867,2247.7972670000004,2291.190955,2128.583882
Abraxas1,33.101692,30.128796,35.665135,29.375833,14.309510000000001,25.847398000000002,20.981499,19.374352,25.28611,23.998732
Acad9,11.241285000000001,15.547122,15.917566,20.256489000000002,33.065445000000004,6.747274000000001,7.8110550000000005,8.715721,7.797091,8.576342
Acadl,49.708964,82.254272,55.414711,118.91994,25.544442,24.160341,21.132476999999998,24.734406,22.838866,21.562872
Acadm,16.690966,17.332302,18.1241,20.431697,14.684804999999999,20.761969,17.272201000000003,15.737062,20.617036,18.257269
Acadvl,12.838425,16.961076000000002,15.087617000000002,32.203472,15.727622,11.388555,8.31909,12.341795,11.40966,14.750945999999999
Acat1,26.8265,37.294696,36.025843,37.95048,17.716496,20.383669,18.465304,18.576529999999998,23.770486,22.862092
Acbd3,7.970016,14.08663,11.149156,20.134997,7.913263000000001,5.680383,7.348616000000001,7.713071,5.35006,8.471665
Acd,15.138804,7.564538000000001,7.778171,7.810153,15.838028,46.030967,34.979348,32.822571999999994,44.985203999999996,25.112855
Acer3,56.989031000000004,37.623186,44.949225,15.940933,15.656717,27.443006,26.748089,25.74973,27.987129,31.927690999999996
Acin1,7.638083999999999,12.642389999999999,11.83962,20.196433,12.344064,15.948656,8.714074,7.451648,9.778298,7.799188000000001
Acly,18.589876999999998,25.850851000000002,23.440023,42.669156,17.498545,15.789893,13.535321,17.182710999999998,16.531254999999998,16.524858
Acot13,100.755528,73.476789,81.21214499999999,55.007902,228.26612999999998,179.698887,249.964092,214.861979,156.475201,225.83015099999997
Acot7,17.677055,18.751676999999997,15.683904,14.162334,41.730326,52.499766,59.871793000000004,56.170832,58.797332999999995,67.25041800000001
Acot9,101.826386,90.979564,89.806321,54.295252000000005,71.855388,117.64190500000001,114.838457,123.216849,133.641061,111.53211499999999
Acp1,81.910656,56.135867000000005,73.35731899999999,42.047865,29.811,51.377292,43.520920000000004,42.515271999999996,41.872757,35.01995
Acp5,13.425595000000001,17.394988,9.221955,15.889551999999998,40.701145000000004,122.29467700000001,81.848157,81.740698,145.922832,88.601489
Acp6,11.972213,12.241727000000001,22.106873999999998,26.778893,6.787369,9.514723,6.466405,6.19269,7.143383999999999,6.188021
Acsl4,10.17838,14.348557000000001,11.986763999999999,20.908561,5.898926,6.860077,5.837575,7.380253,9.843299,6.821578999999999
Actb,1790.9229469999998,3850.861547,2410.634128,5952.631885,2485.448271,1768.782008,1467.187355,1648.665246,1598.783269,1519.371044
Actg1,1640.724622,1713.0204039999999,1609.237664,1886.3389960000002,795.255475,872.380092,686.56525,851.1268289999999,910.4123119999999,730.495247
Actl6a,58.450366,82.768116,75.411498,104.083499,17.663396,22.723005999999998,16.700744,20.625204,25.111578,25.882277
Actn2,14.913276000000002,23.017614000000002,8.17332,6.029294,245.123906,147.56790900000001,244.08899,166.779405,97.685001,193.978748
Actr10,154.543047,131.853077,126.472571,60.80774399999999,88.505684,137.48851100000002,120.298955,129.295406,152.59010700000002,111.061076
Actr2,189.669837,264.93985,209.50601899999998,335.955123,136.945788,119.252178,142.088224,143.112539,121.690081,151.258942
Actr3,400.81559599999997,513.736102,409.21662799999996,448.683775,214.67485499999998,259.044039,253.00933199999997,275.819361,266.091386,274.004344
Actr6,117.027294,90.80745,115.305619,68.160123,111.40531100000001,88.658268,133.888157,108.22293400000001,85.641136,127.932773
Acyp1,115.366514,92.69675600000001,92.944703,111.164606,193.41788300000002,157.748344,200.481197,168.495405,135.221625,184.36149
Adam10,17.977641000000002,31.826459999999997,22.405201,45.325884,15.816917000000002,14.270138000000001,13.239002,16.420707,14.044942,15.901403
Adam19,15.056420999999999,18.983415,23.829021,23.826195000000002,9.246685000000001,5.8253639999999995,6.163952,8.18269,5.868366,7.944933
Adcy7,8.322846,10.864628,8.421306,18.273843,17.913025,19.363126,19.235879999999998,16.954667999999998,17.439113,21.329444
Add1,34.133225,43.605493,40.597345000000004,49.721688,19.710601,19.345561,17.129815,20.295032,17.370373,18.529884
Adgre5,15.281934,22.513970999999998,15.905527,23.55149,50.672191999999995,57.44039300000001,42.343375,51.178521999999994,58.050724,48.214127000000005
Adh5,78.110929,70.73304,90.242357,98.292309,45.93955,59.949568000000006,55.298209,55.854231000000006,61.529258999999996,62.154975
Adipor1,19.617137,17.890022000000002,17.801691,19.214059,16.827489,22.156817999999998,20.062701999999998,20.267827,23.772031,20.190020999999998
Adprm,45.059624,36.663003,36.894742,29.005456,53.903952000000004,78.083259,79.17653299999999,74.28856,77.03560300000001,76.333275
Adrm1,18.323634,33.013128,26.696015000000003,69.08944699999999,20.007185,28.882682,16.825744,17.711766,33.148108,18.008810999999998
Adsl,22.57475,17.99716,26.460296999999997,20.332621,8.213324,14.541160999999999,9.839482,11.045094,13.0275,9.823116
Adss,57.27421700000001,65.369288,69.482857,85.616265,25.137189000000003,24.735347,26.660733,27.333268,25.620979000000002,30.971284999999998
Aebp2,21.36116,30.141001,27.734263000000002,50.237601,14.111942,12.011884,15.056176,14.868609,10.683119,14.711091
Aes,5.199414,8.867887,4.700512000000001,18.27273,16.068267000000002,76.724818,46.571727,51.521491,104.72129,37.640652
Aga,22.865191,24.830218,23.672411999999998,13.46393,19.621879999999997,27.280482,29.308726,30.209346999999998,33.443562,28.985749
Agfg1,35.545386,45.917552,37.927812,53.119026,14.943151,14.921939000000002,18.445844,17.323119000000002,13.330942000000002,19.377686999999998
Aggf1,9.078928,13.900948000000001,11.017823,25.494892999999998,8.596117,9.804072999999999,6.312558,7.155952,8.331796,7.634295
Agpat3,5.971538,7.164859,6.086387,11.05722,16.601796,26.724816999999998,14.245735999999999,14.553918,26.845803999999998,12.680056
Agpat5,29.963851000000002,21.735339,27.874903999999997,21.110411,9.041745,13.539441,16.452851000000003,14.262301999999998,13.876329,17.342442000000002
Agps,12.883482,16.047181,15.806944,21.048937,6.0220709999999995,5.8590800000000005,5.483681,4.954226,4.888309,5.309896
Agtpbp1,21.021276,28.745318,17.018174,42.748622,40.732608,14.458819,18.166412,17.743852,16.597286999999998,21.836762
Ahctf1,14.305345999999998,16.869975,18.852710000000002,29.743544,7.760901,7.653956,6.669923,7.3637820000000005,5.864989,7.789432000000001
Ahcy,25.661141,27.978649,32.793227,51.554707,13.502625,10.133789,11.138823,11.601402,9.258004,13.700551999999998
Ahsa1,42.282132,41.432595,44.078888,30.048405,16.661413,31.017912,23.177229999999998,24.4713,32.76654,26.040564
Ahsa2,45.629563,49.023893,46.089548,52.218749,23.642509,40.424427,43.525304999999996,44.895109999999995,53.506657,51.001025
Aida,29.095374,34.227854,32.076094,47.079949,13.613271,11.717907,11.201953999999999,15.733754000000001,10.025566,13.467485
Aifm1,20.114299,29.232446999999997,25.234969,41.995501000000004,8.257442,9.217804,7.239598,8.733322,8.261158,6.723516
Aimp1,116.270901,127.283125,149.596528,122.767696,50.81725,55.958225,51.363851000000004,62.826974,51.320374,54.713809999999995
Aimp2,74.479962,41.472449,50.400375,31.808495,26.390182,48.820269,41.920765,41.339558000000004,47.878425,39.043803999999994
Aip,34.10367,38.283046,24.145355,9.910668,43.183309,111.23147,63.445678,69.277366,115.384732,63.993965
Ak2,22.309533,24.152952,27.302921,24.866975,12.667481,18.680221,11.72004,14.908635,17.889632000000002,12.898037
Ak3,22.644992000000002,28.214533000000003,21.512310999999997,17.690192,11.846093,18.876016,10.99491,13.914582000000001,21.145942,11.215653
Ak6,621.749907,493.28869800000007,581.758931,342.770205,246.47620299999997,304.09758700000003,336.153498,338.10524300000003,324.732262,345.84907599999997
Akip1,78.121612,74.85623199999999,67.243368,43.607286,52.223025,76.043141,63.350696,60.71977,73.094852,60.866918000000005
Akirin1,34.631197,40.146095,34.824759,44.5042,22.175029000000002,39.108367,28.31496,31.366424,41.512988,31.295778000000002
Akirin2,21.652825,33.970502,29.752236,62.43901999999999,17.13249,17.325219,14.733539000000002,17.643895,17.963926,17.492484
Akr1a1,118.16119099999999,146.169965,117.45075800000001,352.38442299999997,94.411048,114.32550800000001,92.368443,103.597177,123.111554,91.42206800000001
Akr1b10,16.104857,11.403188,11.117474000000001,10.418996,12.920585,24.584065,16.953764000000003,19.20451,25.128535,19.303022
Akr1b3,158.85591100000002,187.06243700000002,179.643833,218.88568999999998,109.29307800000001,138.35390900000002,112.35176299999999,122.95666399999999,131.967873,106.77061499999999
Akr1c13,17.78629,15.908264,10.704915,6.167803,20.510543,52.203889000000004,26.173901,19.609829,46.592653999999996,23.634534
Akr1e1,43.393315,30.828607,33.972538,18.232204,16.147636,19.930460999999998,11.859827000000001,17.459336999999998,22.774499,25.383097
Aktip,11.240915,12.852708,16.983447,26.959308,8.806706,11.107492,10.375865,11.218372,12.968285,8.227345
Alad,39.126073,27.240446999999996,24.788216000000002,14.36069,14.07554,47.162541,25.29128,20.50978,42.451684,21.292647
Aldh1a3,15.949891000000001,15.917879000000001,37.897557,46.191903,2.3547290000000003,2.010176,2.59668,4.0139059999999995,2.2728479999999998,2.67124
Aldh9a1,11.824349,15.363672,16.018654,21.571755,5.946004,6.2429760000000005,5.215028,6.716695,6.214036,6.951064
Aldoa,119.601545,132.853699,134.342172,158.24522,83.97483299999999,135.664916,93.699078,99.625792,137.068023,93.673649
Alg13,23.581576000000002,29.216061,25.308094,26.749933000000002,10.84065,8.731441,7.909471000000001,6.275596,7.626386999999999,8.852884
Alg14,37.622873,27.064076,40.243536999999996,7.746035000000001,22.815084,29.624097999999996,27.257154999999997,36.760262,22.195019,31.871662
Alg3,28.492034999999998,17.709073999999998,18.008433,2.373043,12.841516,30.043765999999998,30.912956,24.532978,30.280862,26.20269
Alg5,103.002275,93.20115799999999,101.271997,44.522835,78.246798,106.11121200000001,116.499192,97.00081999999999,106.59549399999999,109.24859
Alg8,29.842703000000004,18.216552,22.101474,15.423810000000001,4.270226,3.483361,3.825946,4.373311,4.886131,3.930509
Alkbh1,21.341616000000002,15.314382,19.295129,15.681571,21.602945000000002,20.365354999999997,20.247029,21.654608,16.825089000000002,23.798067
Alkbh3,25.574443,27.459260999999998,23.891634,25.226568,27.966803000000002,32.948562,25.452103,28.456236999999998,36.1508,24.668717
Alkbh6,29.169175,14.966207,13.732344,9.665168,36.88985,60.99666,54.355123999999996,54.923044999999995,61.618809999999996,52.923403
Alkbh7,16.628406,15.141026,12.614450999999999,14.441854999999999,27.234204,34.783716,32.074144,36.141557,41.747131,34.361954
Alyref,405.10762400000004,422.74559800000003,396.205336,757.1579879999999,121.65916499999999,173.879763,121.755648,153.37710900000002,194.666994,139.112027
Amd1,29.109828000000004,29.640546999999998,41.026338,38.676076,10.019153,7.803528999999999,8.628668,8.028924,5.636241,7.9466
Amdhd2,7.013561,14.552653,4.233063,22.958257999999997,10.750363,12.917622,7.242444,7.2941210000000005,9.212786,5.803534
Amfr,10.928055,16.393517000000003,13.50014,30.727428999999997,9.657737,9.474,8.301445,7.699219,8.350882,8.937282000000002
Amn1,21.438115,22.517636,24.923007000000002,16.210329,33.819819,29.773577000000003,40.905432,37.730891,38.551797,45.676262
Amz2,23.324664000000002,17.925396,20.422542,15.747273000000002,25.946516,19.378567999999998,31.838615,22.454463,18.326629999999998,26.811085
Anapc10,118.21775,118.83422900000001,128.614568,112.297242,140.827336,127.033475,120.772122,132.19908600000002,131.829298,126.173418
Anapc11,98.62084399999999,61.507594999999995,48.094536,23.517468,138.608337,257.080034,248.033175,264.50937400000004,267.603163,254.714902
Anapc13,185.980208,251.82575099999997,206.37656299999998,247.60783500000002,414.71117000000004,337.222364,308.35557,303.21048199999996,323.549422,297.564099
Anapc15,74.910113,103.66941899999999,107.246531,133.197076,24.105391,25.228715,18.400551,19.530375,22.783468,19.751191
Anapc16,94.101691,84.229665,87.896174,67.50717900000001,75.110733,111.519428,81.06169399999999,91.986976,111.85958799999999,78.362026
Anapc4,30.284381,47.969318,46.489978,67.264271,15.884479,19.489086999999998,18.131084,14.795865,18.164089,18.549999
Anapc5,28.690191,32.595088,28.433668,29.971009999999996,15.66555,26.298703999999997,14.957493,18.51553,22.041184,16.140369
Ankhd1,8.574209,17.336752,12.683612,34.503562,22.917482,19.307541,18.185038,18.783212,16.862251,15.741723
Ankrd10,20.001986,26.026732,22.870116,31.752784000000002,18.061938,21.061818,16.304756,17.796418,21.787451,20.705143
Ankrd11,16.716773,22.348360999999997,16.87916,26.4624,22.462384,29.589691,30.437175,23.690365,29.86685,26.279752000000002
Ankrd12,5.980096,8.587847,7.487941,8.079046,14.063476999999999,21.706061,12.565642,14.061717999999999,19.730191,11.572904
Ankrd13a,29.184328999999998,36.306588,32.51396,31.591946999999998,23.341604,25.456138,20.375182000000002,22.666828,21.937305,20.794556
Ankrd13c,9.192231,14.001347,11.693864,21.204667,8.576607000000001,8.481858,8.23081,8.691827,8.446911,10.263491
Ankrd17,19.5965,32.130301,32.248114,60.965672,17.440956,13.820513,13.221653,13.338687,11.465330999999999,13.020271000000001
Ankrd37,22.484309,23.323782,22.655303,20.412772,24.590961,18.256120000000003,29.577431,27.638344,17.830475,29.287840999999997
Ankrd44,41.14508,72.983078,46.344827,92.658606,48.96857,46.697012,38.287634000000004,44.870492999999996,43.13657,46.263544
Ano10,8.683317,12.249065,12.956016,15.543071,18.016844,5.695376,20.342817999999998,19.252194,6.849414,29.961646000000002
Anp32a,21.673023,16.154111999999998,22.543827,15.022504999999999,21.048560000000002,20.350727,20.25706,16.583804999999998,18.97789,20.873567
Anp32b,98.893709,137.257631,134.59516299999999,185.766795,40.027582,44.8321,32.222626,37.175583,39.285594,37.888456
Anp32e,87.330915,162.374175,125.50946100000002,303.089527,24.766032,17.315542999999998,13.782046,19.14252,16.857235,16.513188
Anxa1,119.57186899999999,135.456266,143.526672,51.376924,182.735146,332.63426699999997,290.556035,256.245634,363.274277,272.882078
Anxa2,401.73722799999996,454.164625,359.15015,238.77502,104.03035200000001,207.336846,108.847214,183.399135,252.062302,128.488644
Anxa4,8.432107,13.644801000000001,9.931846,12.422519,9.424845,21.962835000000002,9.261121000000001,11.512369999999999,24.931252,9.950814
Anxa5,55.164944999999996,51.636472,46.041244,22.441385,59.891907999999994,74.475951,88.642393,109.136077,99.949877,98.86460500000001
Anxa6,41.732486,60.585156000000005,45.021006,50.609962,67.100248,85.471319,62.748477,74.997438,78.496865,63.585963
Ap1ar,12.75501,19.50675,18.016721,29.124987,8.542216,10.151741000000001,11.2485,10.204874,7.528624000000001,7.936719999999999
Ap1g1,9.398697,12.397731,11.982099,26.519990999999997,16.134970000000003,12.214877,13.267489999999999,16.151775,10.468623,14.057472
Ap1g2,16.675045,27.61938,24.904479000000002,70.79344300000001,30.501440000000002,19.844368,19.880229999999997,19.888531,18.9469,21.104722
Ap1m1,12.920301,13.465912,11.49662,14.552047,11.320477,23.357912,13.377678,15.063392000000002,25.841367,15.016917999999999
Ap1s2,20.349470999999998,27.473684999999996,19.510194,26.693927000000002,27.521521999999997,32.728395,30.370993,36.853347,37.852295,31.628728000000002
Ap1s3,4.545939,6.540844,9.885765,29.911797999999997,7.307927,1.594109,2.307228,4.023434,2.1924639999999997,3.699808
Ap2m1,33.238963,37.442213,33.340598,35.885774,22.15917,55.763824,33.189780999999996,38.171147,62.119591,33.68939
Ap2s1,118.95405500000001,91.93998,66.43643,45.739556,166.97073799999998,317.67013,239.215692,269.189859,335.298883,227.87681099999998
Ap3m1,57.451374,26.031155,38.596268,16.422684,6.923166999999999,14.132767000000001,15.543601,13.480364000000002,19.207323000000002,14.70345
Ap4s1,67.399123,61.509302000000005,47.366143,48.534145,90.053048,120.631413,117.614667,114.301644,123.38303799999998,111.65433200000001
Apaf1,24.965897000000002,36.9563,30.791078999999996,83.52250500000001,24.160703,22.849188,15.255422,17.734192,19.003610000000002,16.55834
Apbb1ip,5.186191,11.447547,9.221987,31.222122,14.792104,15.757345999999998,10.120849,12.119316,14.951947,11.038774
Apeh,25.155795,39.160209,37.018901,84.280574,41.728694,37.493532,31.815562,34.760668,31.613053999999998,33.468241
Apex1,90.829234,60.115141,98.989225,30.526968,7.703907000000001,9.34098,18.362505,13.413598,6.438341,18.933546
Api5,55.285287,65.490647,65.995514,68.64673,16.793541,18.521621,20.382001000000002,21.968675,18.563151,20.43769
Apip,79.278109,85.287575,81.921458,70.285212,26.957413,29.832263,30.152096000000004,34.09087,31.693872,33.939455
Apobec3,44.659919,37.229257000000004,35.400878000000006,35.510055,29.117451000000003,35.496084,48.964718,48.522283,34.884331,46.887987
Apoo,424.14954900000004,263.949352,376.30740099999997,122.82652900000001,59.134038000000004,42.638915000000004,62.214016,71.183651,52.091121,77.196934
Apool,78.47408,58.552121,66.857476,31.741581,51.153254,47.087216999999995,61.238046,60.175934999999996,48.388241,54.649865000000005
Apopt1,47.595186,42.779696,48.436692,47.606326,60.522358,69.921819,78.137408,64.209106,67.574597,69.738423
Aprt,176.113102,113.537458,138.03569099999999,86.851451,149.577272,222.476594,157.369153,198.110288,246.098613,161.67388400000002
Aptx,20.278787,16.598954,18.508988000000002,6.590902000000001,13.058963,19.743053,19.817828,18.233065,18.579785,19.855432
Araf,24.497916,23.448465,20.697554,26.36938,23.61965,49.268966,36.147061,36.884031,47.040582,34.354644
Arap2,19.18136,31.441153999999997,18.802141,34.943144000000004,23.024788,21.613672,17.751259,26.294876000000002,20.778245000000002,23.77318
Arcn1,68.533666,70.860904,107.859954,143.246894,18.994456,18.979723999999997,15.909401999999998,20.246534,19.198256,17.874558
Arf1,158.516964,156.19984,142.917664,172.691301,77.645365,147.90633,101.213767,111.04078999999999,173.91891299999997,101.01896500000001
Arf4,113.407279,126.11554199999999,106.91579499999999,111.685553,52.286384000000005,112.004433,83.817984,92.04135500000001,134.525969,89.69133000000001
Arf5,14.783252,32.025647,19.407304,30.418785999999997,36.594014,84.10229,51.676309,53.9771,79.65171099999999,45.638137
Arf6,37.331672,62.127928000000004,46.902226,77.377041,33.881506,64.67474,35.421207,40.95373,71.487727,38.176705
