x,y,z,rank,color,group
-15.783626556396484,-17.156612396240234,-23.789499282836914,48,#9e0142,G0
-15.698883056640625,1.556029200553894,-7.4739885330200195,49,#9e0142,G0
-15.512019157409668,-28.52972412109375,-62.090965270996094,50,#9e0142,G0
-15.269674301147461,-19.573457717895508,-15.385244369506836,51,#9e0142,G0
-15.261100769042969,13.8692045211792,-53.373878479003906,52,#9e0142,G0
-15.256729125976562,0.2112952619791031,47.15814971923828,53,#9e0142,G0
-15.245519638061523,-14.509527206420898,-26.763423919677734,54,#9e0142,G0
-15.15895938873291,-1.9847111701965332,-8.533787727355957,55,#9e0142,G0
-15.076261520385742,9.983061790466309,-12.837587356567383,56,#9e0142,G0
-15.057405471801758,-7.733307838439941,36.853721618652344,57,#9e0142,G0
-15.046199798583984,-6.732634544372559,-44.926387786865234,58,#9e0142,G0
-15.015985488891602,10.721148490905762,-7.873888969421387,59,#9e0142,G0
-14.894775390625,3.3997581005096436,10.638586044311523,60,#9e0142,G0
-14.888443946838379,7.329538345336914,-51.262306213378906,61,#9e0142,G0
-14.854742050170898,13.877737045288086,-58.450931549072266,62,#9e0142,G0
-14.538473129272461,13.078640937805176,10.487992286682129,63,#9e0142,G0
-14.519084930419922,3.563472270965576,54.157554626464844,64,#9e0142,G0
-14.229534149169922,-9.613005638122559,31.52324104309082,65,#9e0142,G0
-14.200225830078125,-13.468135833740234,-5.349387168884277,66,#9e0142,G0
-14.177369117736816,-4.240810394287109,31.696239471435547,67,#9e0142,G0
-14.156180381774902,-2.66888427734375,3.833000898361206,68,#9e0142,G0
-14.136885643005371,-4.039336681365967,9.73416519165039,69,#9e0142,G0
-14.103540420532227,-40.443416595458984,-17.26805305480957,70,#9e0142,G0
-13.951953887939453,1.045854091644287,7.869561195373535,71,#9e0142,G0
-13.943212509155273,-29.757402420043945,-32.036556243896484,72,#9e0142,G0
-13.927535057067871,4.183701992034912,-7.316024303436279,73,#9e0142,G0
-13.724611282348633,23.833940505981445,5.8624396324157715,74,#9e0142,G0
-13.57514762878418,4.682422161102295,-41.18251037597656,75,#9e0142,G0
-13.55201244354248,15.280832290649414,10.420417785644531,76,#9e0142,G0
-13.517450332641602,23.223617553710938,-11.30638313293457,77,#9e0142,G0
-13.503910064697266,-1.0346556901931763,-16.722726821899414,78,#9e0142,G0
-13.397710800170898,33.86886215209961,41.31489181518555,79,#9e0142,G0
-13.304931640625,-24.621545791625977,-46.726585388183594,80,#9e0142,G0
-13.296092987060547,0.7886403203010559,-9.352920532226562,81,#9e0142,G0
-13.196333885192871,-18.267070770263672,45.27700424194336,82,#9e0142,G0
-13.1409273147583,-2.0396993160247803,-24.648332595825195,83,#9e0142,G0
-13.085187911987305,-5.306549072265625,23.66533851623535,84,#9e0142,G0
-13.08204174041748,-12.707376480102539,-19.336915969848633,85,#9e0142,G0
-13.039876937866211,5.448060512542725,-29.865234375,86,#9e0142,G0
-12.886085510253906,-14.563167572021484,34.07843780517578,87,#9e0142,G0
-12.818452835083008,-30.725767135620117,4.812472820281982,88,#9e0142,G0
-12.778615951538086,-9.036588668823242,-29.95180320739746,89,#9e0142,G0
-12.726975440979004,22.454050064086914,10.556610107421875,90,#9e0142,G0
-12.692862510681152,43.0524787902832,31.439655303955078,91,#9e0142,G0
-12.56382942199707,26.922178268432617,85.5167007446289,92,#9e0142,G0
-12.550838470458984,-9.716255187988281,-6.726715087890625,93,#9e0142,G0
-12.478877067565918,-10.930695533752441,-16.842132568359375,94,#9e0142,G0
-12.453986167907715,7.407124042510986,-18.034875869750977,95,#9e0142,G0
-12.403179168701172,-20.536544799804688,15.1439847946167,96,#9e0142,G0
-12.383366584777832,-27.587051391601562,-8.818099021911621,97,#9e0142,G0
-12.234161376953125,-29.156314849853516,-22.211421966552734,98,#9e0142,G0
-12.225312232971191,-53.62060546875,-5.046704292297363,99,#9e0142,G0
-10.117644309997559,26.610963821411133,29.053192138671875,150,#e2514a,G1
-10.103978157043457,-16.542999267578125,-11.020105361938477,151,#e2514a,G1
-10.03309154510498,-34.54529571533203,15.91433334350586,152,#e2514a,G1
-9.996118545532227,9.659318923950195,-31.45865249633789,153,#e2514a,G1
-9.975717544555664,33.821861267089844,-12.04348373413086,154,#e2514a,G1
-9.927203178405762,-8.617056846618652,-0.03327012062072754,155,#e2514a,G1
-9.836221694946289,-1.167053461074829,-4.720581531524658,156,#e2514a,G1
-9.803670883178711,11.027039527893066,21.571874618530273,157,#e2514a,G1
-9.764415740966797,-20.262371063232422,-13.55262565612793,158,#e2514a,G1
-9.760232925415039,7.41804838180542,32.835723876953125,159,#e2514a,G1
-9.718108177185059,-29.945606231689453,8.276222229003906,160,#e2514a,G1
-9.697412490844727,-69.19322967529297,53.501808166503906,161,#e2514a,G1
-9.695276260375977,-14.749990463256836,18.731412887573242,162,#e2514a,G1
-9.682180404663086,-27.118043899536133,5.329851150512695,163,#e2514a,G1
-9.656586647033691,6.167791366577148,-5.332705020904541,164,#e2514a,G1
-9.629240036010742,9.87388801574707,-4.819103240966797,165,#e2514a,G1
-9.57459545135498,2.5314977169036865,31.47732925415039,166,#e2514a,G1
-9.51071548461914,11.823359489440918,-19.06210708618164,167,#e2514a,G1
-9.412300109863281,-13.033878326416016,-5.725450038909912,168,#e2514a,G1
-9.38003921508789,50.678871154785156,-19.51967430114746,169,#e2514a,G1
-9.362753868103027,-4.990774631500244,-23.976160049438477,170,#e2514a,G1
-9.32404899597168,31.269718170166016,70.19361114501953,171,#e2514a,G1
-9.321945190429688,-10.278032302856445,24.935487747192383,172,#e2514a,G1
-9.309250831604004,-20.636993408203125,-11.064154624938965,173,#e2514a,G1
-9.304122924804688,-13.910069465637207,-27.11078453063965,174,#e2514a,G1
-9.291202545166016,11.56946086883545,27.64917755126953,175,#e2514a,G1
-9.254199981689453,-6.853970527648926,33.9672966003418,176,#e2514a,G1
-9.229879379272461,30.939733505249023,-26.70133399963379,177,#e2514a,G1
-9.201610565185547,-0.10501882433891296,7.073866367340088,178,#e2514a,G1
-9.192832946777344,-0.6238493919372559,-51.753692626953125,179,#e2514a,G1
-9.067889213562012,-23.93083381652832,-32.42654037475586,180,#e2514a,G1
-9.06456184387207,11.721224784851074,-23.257614135742188,181,#e2514a,G1
-9.031584739685059,-9.940306663513184,-56.263919830322266,182,#e2514a,G1
-9.008829116821289,-55.17413330078125,8.617217063903809,183,#e2514a,G1
-9.001989364624023,5.469040870666504,-53.5010986328125,184,#e2514a,G1
-8.996411323547363,-3.749377727508545,-48.50800323486328,185,#e2514a,G1
-8.983872413635254,-0.8976091146469116,31.44109344482422,186,#e2514a,G1
-8.958582878112793,18.53070640563965,-10.963897705078125,187,#e2514a,G1
-8.905755043029785,-30.12012481689453,-4.697198867797852,188,#e2514a,G1
-8.802334785461426,-34.237571716308594,-9.412847518920898,189,#e2514a,G1
-8.75874137878418,20.92782974243164,-17.46681022644043,190,#e2514a,G1
-8.721212387084961,0.8932000994682312,3.617948532104492,191,#e2514a,G1
-8.656123161315918,-32.66832733154297,-39.810691833496094,192,#e2514a,G1
-8.618654251098633,-47.309356689453125,40.92451095581055,193,#e2514a,G1
-8.5818510055542,-6.778442859649658,34.830726623535156,194,#e2514a,G1
-8.56061840057373,5.639066696166992,19.224945068359375,195,#e2514a,G1
-8.543299674987793,-10.952420234680176,-54.46070098876953,196,#e2514a,G1
-8.510054588317871,-2.7032904624938965,-26.44796371459961,197,#e2514a,G1
-8.49920654296875,-2.256070613861084,-1.9279195070266724,198,#e2514a,G1
-8.490728378295898,23.901073455810547,6.423337459564209,199,#e2514a,G1
-8.475976943969727,-4.533886909484863,24.86048698425293,200,#e2514a,G1
-8.421784400939941,46.196895599365234,25.22307777404785,201,#e2514a,G1
-8.33375072479248,-7.435210227966309,16.67149543762207,202,#e2514a,G1
-8.315361022949219,-43.83485794067383,-18.643157958984375,203,#e2514a,G1
-8.307205200195312,16.2739200592041,11.146984100341797,204,#e2514a,G1
-8.270645141601562,50.759700775146484,-14.464866638183594,205,#e2514a,G1
-8.174625396728516,-6.162461757659912,35.61604690551758,206,#e2514a,G1
-8.173523902893066,6.757152080535889,2.390824794769287,207,#e2514a,G1
-8.153644561767578,23.970462799072266,27.87935447692871,208,#e2514a,G1
-8.136488914489746,-11.914527893066406,-21.507368087768555,209,#e2514a,G1
-8.122856140136719,16.760223388671875,-24.825654983520508,210,#e2514a,G1
-7.978227138519287,-0.6382738351821899,-0.5969894528388977,211,#e2514a,G1
-7.882315635681152,-5.388796329498291,-39.50337219238281,212,#e2514a,G1
-7.874837398529053,31.405954360961914,-4.429499626159668,213,#e2514a,G1
-7.850065231323242,18.651090621948242,-16.13603973388672,214,#e2514a,G1
-7.845290184020996,6.91579532623291,75.25162506103516,215,#e2514a,G1
-7.721585750579834,-9.50177001953125,1.5025537014007568,216,#e2514a,G1
-7.690904140472412,-3.331284523010254,-40.561187744140625,217,#e2514a,G1
-7.653574466705322,5.465351104736328,-50.8390007019043,218,#e2514a,G1
-7.6499738693237305,4.826934814453125,23.392539978027344,219,#e2514a,G1
-7.645074844360352,-20.175151824951172,-12.020812034606934,220,#e2514a,G1
-7.623634338378906,-4.30289363861084,-6.695626258850098,221,#e2514a,G1
-7.6018171310424805,32.7569465637207,17.690235137939453,222,#e2514a,G1
-7.583766460418701,26.09014892578125,-30.40315055847168,223,#e2514a,G1
-7.564826488494873,5.786530494689941,59.04994583129883,224,#e2514a,G1
-7.5521159172058105,20.045135498046875,-26.03553009033203,225,#e2514a,G1
-7.490634441375732,11.387375831604004,31.244728088378906,226,#e2514a,G1
-7.478657245635986,-15.589104652404785,-40.25734329223633,227,#e2514a,G1
-7.46799898147583,0.4315968155860901,28.672744750976562,228,#e2514a,G1
-7.4469099044799805,3.8006319999694824,-4.476611614227295,229,#e2514a,G1
-7.437612533569336,-37.196258544921875,-10.500541687011719,230,#e2514a,G1
-7.409860610961914,-15.504783630371094,-37.85993957519531,231,#e2514a,G1
-7.398903846740723,-10.6065092086792,25.47968101501465,232,#e2514a,G1
-7.371532440185547,-7.605996608734131,-28.0224609375,233,#e2514a,G1
-7.351459503173828,-8.076600074768066,-3.9892048835754395,234,#e2514a,G1
-7.246079444885254,31.027664184570312,-18.415950775146484,235,#e2514a,G1
-7.12087869644165,-10.432300567626953,-41.602088928222656,236,#e2514a,G1
-7.110523700714111,-55.55244445800781,18.426551818847656,237,#e2514a,G1
-7.073518753051758,-16.36915397644043,-19.452754974365234,238,#e2514a,G1
-7.069389820098877,-24.12413787841797,-12.049304962158203,239,#e2514a,G1
-7.034238815307617,1.9944207668304443,-21.61515235900879,240,#e2514a,G1
-7.023932456970215,21.67443084716797,-5.175961494445801,241,#e2514a,G1
-6.994647979736328,28.03044319152832,0.09604133665561676,242,#e2514a,G1
-6.970919609069824,-16.617738723754883,17.355844497680664,243,#e2514a,G1
-6.968535900115967,-3.5683681964874268,26.884788513183594,244,#e2514a,G1
-6.954744338989258,-20.9989070892334,-45.170616149902344,245,#e2514a,G1
-6.843352317810059,-7.7347235679626465,-20.953857421875,246,#e2514a,G1
-6.820499897003174,-8.489903450012207,-8.236349105834961,247,#e2514a,G1
-6.817983627319336,1.1995611190795898,34.16743469238281,248,#e2514a,G1
-6.813653945922852,-7.913129806518555,65.7557144165039,249,#e2514a,G1
-5.04765510559082,17.478912353515625,32.51176071166992,300,#fca55d,G2
-4.944513320922852,-13.62594985961914,-8.554644584655762,301,#fca55d,G2
-4.931709289550781,-13.10629653930664,-28.072195053100586,302,#fca55d,G2
-4.922458171844482,-35.0818977355957,-29.205331802368164,303,#fca55d,G2
-4.8610663414001465,-11.100977897644043,-39.4972038269043,304,#fca55d,G2
-4.842855453491211,-6.920658111572266,-5.226778030395508,305,#fca55d,G2
-4.835038661956787,-14.461591720581055,-21.445781707763672,306,#fca55d,G2
-4.7993316650390625,-21.537853240966797,-5.689291000366211,307,#fca55d,G2
-4.7738237380981445,8.124886512756348,-40.234153747558594,308,#fca55d,G2
-4.771491527557373,9.408793449401855,-9.707841873168945,309,#fca55d,G2
-4.760176658630371,13.279847145080566,51.867210388183594,310,#fca55d,G2
-4.662740707397461,-16.53240203857422,-19.23419761657715,311,#fca55d,G2
-4.54921817779541,3.2987027168273926,-35.71048355102539,312,#fca55d,G2
-4.5261969566345215,-12.234918594360352,-11.925670623779297,313,#fca55d,G2
-4.506144046783447,10.754724502563477,50.41505813598633,314,#fca55d,G2
-4.490882873535156,-26.69554901123047,16.97168731689453,315,#fca55d,G2
-4.482637405395508,9.058927536010742,18.64435386657715,316,#fca55d,G2
-4.445483207702637,14.116353034973145,-45.91084671020508,317,#fca55d,G2
-4.42763090133667,-4.410518169403076,11.601035118103027,318,#fca55d,G2
-4.426759719848633,-36.41878890991211,-6.870508193969727,319,#fca55d,G2
-4.407008647918701,14.055620193481445,-2.887899875640869,320,#fca55d,G2
-4.374253273010254,-24.73352813720703,26.138444900512695,321,#fca55d,G2
-4.367034435272217,34.391563415527344,6.72315788269043,322,#fca55d,G2
-4.3575897216796875,26.997156143188477,-19.887935638427734,323,#fca55d,G2
-4.349240303039551,4.055562496185303,-19.879972457885742,324,#fca55d,G2
-4.338897705078125,19.24887466430664,-41.05975341796875,325,#fca55d,G2
-4.312433242797852,-2.8929853439331055,25.326114654541016,326,#fca55d,G2
-4.305459499359131,-7.388518333435059,44.66836929321289,327,#fca55d,G2
-4.288881301879883,3.6071038246154785,58.78488540649414,328,#fca55d,G2
-4.189800262451172,2.101534843444824,-13.084151268005371,329,#fca55d,G2
-4.15549373626709,31.041034698486328,-52.496761322021484,330,#fca55d,G2
-4.127074718475342,-26.010608673095703,24.162368774414062,331,#fca55d,G2
-4.109971046447754,3.221590042114258,15.143220901489258,332,#fca55d,G2
-4.083774089813232,-3.6240501403808594,26.133974075317383,333,#fca55d,G2
-3.9785752296447754,-13.001837730407715,-8.730240821838379,334,#fca55d,G2
-3.9688310623168945,-37.290428161621094,-44.81853485107422,335,#fca55d,G2
-3.9632301330566406,-26.599760055541992,48.91530227661133,336,#fca55d,G2
-3.9478089809417725,-26.863037109375,-1.874018907546997,337,#fca55d,G2
-3.921699047088623,10.097107887268066,35.38140869140625,338,#fca55d,G2
-3.881671190261841,-11.202434539794922,5.347728252410889,339,#fca55d,G2
-3.8698651790618896,-47.13179016113281,18.109451293945312,340,#fca55d,G2
-3.786968231201172,1.9890060424804688,-24.665189743041992,341,#fca55d,G2
-3.7431633472442627,-34.159820556640625,18.588468551635742,342,#fca55d,G2
-3.696194648742676,-15.261946678161621,-8.861883163452148,343,#fca55d,G2
-3.616124391555786,10.993295669555664,-24.544666290283203,344,#fca55d,G2
-3.5890982151031494,19.313199996948242,-41.95033645629883,345,#fca55d,G2
-3.5418179035186768,-27.075862884521484,-45.600257873535156,346,#fca55d,G2
-3.5127899646759033,9.19536018371582,14.09623908996582,347,#fca55d,G2
-3.435338020324707,17.860063552856445,-34.60550308227539,348,#fca55d,G2
-3.412743091583252,-1.0848270654678345,-2.5090434551239014,349,#fca55d,G2
-3.4002718925476074,7.83049201965332,4.171994209289551,350,#fca55d,G2
-3.38358736038208,-13.998395919799805,-6.843202114105225,351,#fca55d,G2
-3.374825954437256,36.35483932495117,-6.4569172859191895,352,#fca55d,G2
-3.357802629470825,10.322664260864258,9.36950969696045,353,#fca55d,G2
-3.350785970687866,7.5908050537109375,57.33281326293945,354,#fca55d,G2
-3.2962915897369385,3.97078275680542,-0.4489232003688812,355,#fca55d,G2
-3.1914472579956055,9.036518096923828,-31.050464630126953,356,#fca55d,G2
-3.1828269958496094,14.537672996520996,1.4411464929580688,357,#fca55d,G2
-3.1768136024475098,-39.25244903564453,8.16421127319336,358,#fca55d,G2
-3.1225061416625977,-11.1287841796875,-8.404231071472168,359,#fca55d,G2
-3.105792999267578,-14.500329971313477,-3.355454206466675,360,#fca55d,G2
-3.097249984741211,18.007587432861328,-88.04047393798828,361,#fca55d,G2
-3.0730490684509277,10.371442794799805,-0.02062910981476307,362,#fca55d,G2
-3.062546730041504,37.455387115478516,-12.095338821411133,363,#fca55d,G2
-3.048312187194824,-34.997005462646484,-44.485748291015625,364,#fca55d,G2
-3.014129400253296,12.778499603271484,-21.402345657348633,365,#fca55d,G2
-3.0014636516571045,22.01992416381836,71.0561294555664,366,#fca55d,G2
-2.945270299911499,22.2003173828125,82.27928924560547,367,#fca55d,G2
-2.921670436859131,-9.935827255249023,32.06471252441406,368,#fca55d,G2
-2.897355794906616,9.558101654052734,37.09708023071289,369,#fca55d,G2
-2.8784756660461426,-6.139812469482422,-67.29452514648438,370,#fca55d,G2
-2.8672516345977783,32.76633834838867,-2.1897213459014893,371,#fca55d,G2
-2.7958953380584717,18.599515914916992,-30.663822174072266,372,#fca55d,G2
-2.7869060039520264,-11.65806770324707,23.53734588623047,373,#fca55d,G2
-2.77721905708313,-22.25264549255371,-27.971960067749023,374,#fca55d,G2
-2.7756614685058594,12.04714584350586,-10.217625617980957,375,#fca55d,G2
-2.767064332962036,-25.433483123779297,-10.061310768127441,376,#fca55d,G2
-2.7074921131134033,11.270780563354492,11.93358039855957,377,#fca55d,G2
-2.6315126419067383,-26.395828247070312,14.155433654785156,378,#fca55d,G2
-2.6212382316589355,28.486568450927734,-29.19170379638672,379,#fca55d,G2
-2.6183152198791504,-3.361213445663452,-7.2976531982421875,380,#fca55d,G2
-2.616211414337158,6.190126419067383,-7.494243621826172,381,#fca55d,G2
-2.6047399044036865,-17.88268280029297,23.49494171142578,382,#fca55d,G2
-2.6004629135131836,-26.61133575439453,-15.035768508911133,383,#fca55d,G2
-2.5871949195861816,34.3668212890625,-18.496644973754883,384,#fca55d,G2
-2.542046546936035,-2.0485498905181885,46.52592849731445,385,#fca55d,G2
-2.5372865200042725,-10.96731948852539,27.792781829833984,386,#fca55d,G2
-2.4709293842315674,0.6567382216453552,62.70808029174805,387,#fca55d,G2
-2.4367709159851074,-26.474170684814453,-17.33751678466797,388,#fca55d,G2
-2.4322822093963623,-8.710681915283203,-4.847744464874268,389,#fca55d,G2
-2.4051177501678467,-9.827692031860352,-1.116053581237793,390,#fca55d,G2
-2.363593339920044,17.510940551757812,-5.153728485107422,391,#fca55d,G2
-2.3406238555908203,-11.805896759033203,1.2915055751800537,392,#fca55d,G2
-2.3363254070281982,32.944114685058594,-70.96649932861328,393,#fca55d,G2
-2.30385160446167,21.29112434387207,-28.587739944458008,394,#fca55d,G2
-2.2891082763671875,-34.3391227722168,-6.80076265335083,395,#fca55d,G2
-2.2674002647399902,23.724157333374023,-7.278180122375488,396,#fca55d,G2
-2.2278857231140137,-15.70187759399414,-14.728096008300781,397,#fca55d,G2
-2.1729347705841064,-3.6280875205993652,-19.264026641845703,398,#fca55d,G2
-2.164605140686035,19.481136322021484,-42.17716979980469,399,#fca55d,G2
-0.8976615071296692,-22.848398208618164,24.183549880981445,450,#fee999,G3
-0.8775121569633484,40.76579284667969,-30.153514862060547,451,#fee999,G3
-0.8571456670761108,-38.39986038208008,58.42622756958008,452,#fee999,G3
-0.8379297256469727,2.786015033721924,50.627296447753906,453,#fee999,G3
-0.8250777721405029,3.8115408420562744,-24.738025665283203,454,#fee999,G3
-0.8141921758651733,-14.364358901977539,-10.405595779418945,455,#fee999,G3
-0.8023498058319092,-15.152277946472168,27.47567367553711,456,#fee999,G3
-0.7606958746910095,6.321499824523926,-22.73296356201172,457,#fee999,G3
-0.7529158592224121,-18.693099975585938,9.52483081817627,458,#fee999,G3
-0.7484504580497742,7.114256858825684,-40.21421432495117,459,#fee999,G3
-0.7192511558532715,17.142196655273438,4.1699538230896,460,#fee999,G3
-0.7164710164070129,-6.3890228271484375,10.144803047180176,461,#fee999,G3
-0.713334321975708,4.298089504241943,-0.8977835774421692,462,#fee999,G3
-0.6834067106246948,-16.00102996826172,11.099093437194824,463,#fee999,G3
-0.6443459987640381,-10.492685317993164,15.156305313110352,464,#fee999,G3
-0.5748661756515503,-10.07933235168457,25.093917846679688,465,#fee999,G3
-0.5688006281852722,12.494447708129883,1.242050290107727,466,#fee999,G3
-0.544295072555542,1.8623199462890625,-7.743188858032227,467,#fee999,G3
-0.5209043025970459,31.543075561523438,0.6641532778739929,468,#fee999,G3
-0.49335700273513794,11.37795639038086,-14.11545181274414,469,#fee999,G3
-0.4717909097671509,-12.554876327514648,26.056846618652344,470,#fee999,G3
-0.42775455117225647,7.710661888122559,-28.601516723632812,471,#fee999,G3
-0.4247167408466339,0.8285549283027649,-9.541126251220703,472,#fee999,G3
-0.4149147570133209,26.47688865661621,7.82875394821167,473,#fee999,G3
-0.32320570945739746,-9.840780258178711,3.21073842048645,474,#fee999,G3
-0.29582077264785767,4.709212303161621,-9.77375316619873,475,#fee999,G3
-0.29308027029037476,-12.943469047546387,50.91374969482422,476,#fee999,G3
-0.2799476981163025,-14.863778114318848,-78.2198486328125,477,#fee999,G3
-0.2466403841972351,-21.722270965576172,-46.73556137084961,478,#fee999,G3
-0.2414308488368988,6.97300910949707,-9.448076248168945,479,#fee999,G3
-0.20817004144191742,-14.907475471496582,1.098973035812378,480,#fee999,G3
-0.13810598850250244,23.527912139892578,-53.1928596496582,481,#fee999,G3
-0.13372103869915009,-7.269313812255859,41.54228591918945,482,#fee999,G3
-0.07789751142263412,5.61616849899292,39.882904052734375,483,#fee999,G3
-0.06753239035606384,16.194232940673828,13.864095687866211,484,#fee999,G3
-0.04074336588382721,-22.68630599975586,-38.17327117919922,485,#fee999,G3
-0.013944527134299278,-3.2258200645446777,3.9434521198272705,486,#fee999,G3
0.007630940526723862,-7.0497612953186035,18.92488670349121,487,#fee999,G3
0.06235137954354286,-20.99992561340332,6.319184303283691,488,#fee999,G3
0.06908173859119415,11.514537811279297,-57.22427749633789,489,#fee999,G3
0.08151789009571075,12.766233444213867,12.704595565795898,490,#fee999,G3
0.1050293892621994,-6.3259735107421875,-35.63423156738281,491,#fee999,G3
0.1682850420475006,32.934757232666016,-26.46474838256836,492,#fee999,G3
0.16847500205039978,-26.80637550354004,44.769412994384766,493,#fee999,G3
0.17587943375110626,-11.949899673461914,-21.79650115966797,494,#fee999,G3
0.18842771649360657,29.987146377563477,-9.395928382873535,495,#fee999,G3
0.289583295583725,4.457047939300537,-81.93399047851562,496,#fee999,G3
0.31061145663261414,13.950798034667969,-13.595932006835938,497,#fee999,G3
0.3480231761932373,10.834768295288086,-40.33050537109375,498,#fee999,G3
0.3520837724208832,19.00193977355957,17.98155975341797,499,#fee999,G3
0.3765861988067627,2.733893871307373,7.460756778717041,500,#fee999,G3
0.41297900676727295,-30.08582878112793,34.77406311035156,501,#fee999,G3
0.4541108012199402,-1.5542411804199219,64.74252319335938,502,#fee999,G3
0.4590725302696228,-10.310165405273438,27.430871963500977,503,#fee999,G3
0.5264665484428406,-16.856918334960938,26.581588745117188,504,#fee999,G3
0.5423907041549683,-29.509078979492188,-30.594266891479492,505,#fee999,G3
0.5492899417877197,-22.077163696289062,36.78260803222656,506,#fee999,G3
0.6024473905563354,0.029134323820471764,-66.15013122558594,507,#fee999,G3
0.6286399960517883,-0.5158877968788147,20.959596633911133,508,#fee999,G3
0.6496933698654175,13.828804016113281,23.191804885864258,509,#fee999,G3
0.6608264446258545,15.563657760620117,52.062774658203125,510,#fee999,G3
0.6719859838485718,-22.280805587768555,26.0977840423584,511,#fee999,G3
0.6999398469924927,-33.196624755859375,6.9191083908081055,512,#fee999,G3
0.7029629945755005,-16.62047576904297,-5.60609245300293,513,#fee999,G3
0.7107908725738525,9.310461044311523,4.473021030426025,514,#fee999,G3
0.7501193881034851,23.665794372558594,14.438959121704102,515,#fee999,G3
0.7766008377075195,-19.816993713378906,-11.822522163391113,516,#fee999,G3
0.7809045910835266,43.05485534667969,-5.320245742797852,517,#fee999,G3
0.797133207321167,2.116544008255005,42.81988525390625,518,#fee999,G3
0.8151069283485413,-21.63153648376465,13.585463523864746,519,#fee999,G3
0.8230387568473816,4.547130584716797,3.496792793273926,520,#fee999,G3
0.8292679786682129,34.74774169921875,-50.75954818725586,521,#fee999,G3
0.838822066783905,20.37613868713379,21.808298110961914,522,#fee999,G3
0.8948301076889038,-26.8856143951416,24.021867752075195,523,#fee999,G3
